Current playmode: storyMode, Range of numbers: 10, Number type: core, Operation: plus, Task type: greater, Task: 2 + 1, Correct answer: 3, Answered: 3, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 0/37,
Current playmode: storyMode, Range of numbers: 10, Number type: uneven, Operation: times, Task type: greater, Task: 3 × 1, Correct answer: 3, Answered: 3, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 19/37,
Current playmode: storyMode, Range of numbers: 10, Number type: mixed, Operation: times, Task type: same, Task: 3 × 3, Correct answer: 9, Answered: 9, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 20/37,
Current playmode: storyMode, Range of numbers: 10, Number type: mixed, Operation: times, Task type: greater, Task: 7 × 1, Correct answer: 7, Answered: 7, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 20/37,
Current playmode: storyMode, Range of numbers: 10, Number type: mixed, Operation: times, Task type: greater, Task: 4 × 2, Correct answer: 8, Answered: 8, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 20/37,
Current playmode: storyMode, Range of numbers: 10, Number type: mixed, Operation: times, Task type: greater, Task: 5 × 2, Correct answer: 10, Answered: 10, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 20/37,
Current playmode: storyMode, Range of numbers: 10, Number type: mixed, Operation: times, Task type: greater, Task: 4 × 1, Correct answer: 4, Answered: 4, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 20/37,
Current playmode: storyMode, Range of numbers: 10, Number type: mixed, Operation: times, Task type: greater, Task: 9 × 1, Correct answer: 9, Answered: 9, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 20/37,
Current playmode: storyMode, Range of numbers: 10, Number type: even, Operation: divided, Task type: greater, Task: 10 ÷ 2, Correct answer: 5, Answered: 5, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 21/37,
Current playmode: storyMode, Range of numbers: 10, Number type: even, Operation: divided, Task type: same, Task: 2 ÷ 2, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 21/37,
Current playmode: storyMode, Range of numbers: 10, Number type: even, Operation: divided, Task type: greater, Task: 10 ÷ 2, Correct answer: 5, Answered: 5, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 21/37,
Current playmode: storyMode, Range of numbers: 10, Number type: even, Operation: divided, Task type: same, Task: 6 ÷ 6, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 21/37,
Current playmode: storyMode, Range of numbers: 10, Number type: even, Operation: divided, Task type: greater, Task: 10 ÷ 2, Correct answer: 5, Answered: 5, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 21/37,
Current playmode: storyMode, Range of numbers: 10, Number type: even, Operation: divided, Task type: greater, Task: 8 ÷ 4, Correct answer: 2, Answered: 2, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 21/37,
Current playmode: storyMode, Range of numbers: 10, Number type: uneven, Operation: divided, Task type: greater, Task: 9 ÷ 1, Correct answer: 9, Answered: 9, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 22/37,
Current playmode: storyMode, Range of numbers: 10, Number type: uneven, Operation: divided, Task type: greater, Task: 9 ÷ 3, Correct answer: 3, Answered: 3, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 22/37,
Current playmode: storyMode, Range of numbers: 10, Number type: uneven, Operation: divided, Task type: same, Task: 1 ÷ 1, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 22/37,
Current playmode: storyMode, Range of numbers: 10, Number type: uneven, Operation: divided, Task type: greater, Task: 3 ÷ 1, Correct answer: 3, Answered: 3, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 22/37,
Current playmode: storyMode, Range of numbers: 10, Number type: uneven, Operation: divided, Task type: same, Task: 3 ÷ 3, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 22/37,
Current playmode: storyMode, Range of numbers: 10, Number type: uneven, Operation: divided, Task type: greater, Task: 9 ÷ 1, Correct answer: 9, Answered: 9, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 22/37,
Current playmode: storyMode, Range of numbers: 10, Number type: mixed, Operation: divided, Task type: same, Task: 10 ÷ 10, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 23/37,
Current playmode: storyMode, Range of numbers: 10, Number type: mixed, Operation: divided, Task type: greater, Task: 5 ÷ 1, Correct answer: 5, Answered: 5, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 23/37,
Current playmode: storyMode, Range of numbers: 10, Number type: mixed, Operation: divided, Task type: same, Task: 3 ÷ 3, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 23/37,
Current playmode: storyMode, Range of numbers: 10, Number type: mixed, Operation: divided, Task type: greater, Task: 4 ÷ 1, Correct answer: 4, Answered: 4, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 23/37,
Current playmode: storyMode, Range of numbers: 10, Number type: mixed, Operation: divided, Task type: greater, Task: 5 ÷ 1, Correct answer: 5, Answered: 5, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 23/37,
Current playmode: storyMode, Range of numbers: 10, Number type: mixed, Operation: divided, Task type: same, Task: 10 ÷ 10, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 23/37,
Current playmode: storyMode, Range of numbers: 12, Number type: mixed, Operation: times, Task type: greater, Task: 3 × 2, Correct answer: 6, Answered: 6, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 24/37,
Current playmode: storyMode, Range of numbers: 12, Number type: mixed, Operation: times, Task type: same, Task: 1 × 1, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 24/37,
Current playmode: storyMode, Range of numbers: 12, Number type: mixed, Operation: times, Task type: greater, Task: 4 × 2, Correct answer: 8, Answered: 8, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 24/37,
Current playmode: storyMode, Range of numbers: 12, Number type: mixed, Operation: times, Task type: greater, Task: 7 × 1, Correct answer: 7, Answered: 7, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 24/37,
Current playmode: storyMode, Range of numbers: 12, Number type: mixed, Operation: times, Task type: greater, Task: 3 × 2, Correct answer: 6, Answered: 6, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 24/37,
Current playmode: storyMode, Range of numbers: 12, Number type: mixed, Operation: times, Task type: greater, Task: 8 × 1, Correct answer: 8, Answered: 8, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 24/37,
Current playmode: storyMode, Range of numbers: 12, Number type: mixed, Operation: divided, Task type: greater, Task: 8 ÷ 2, Correct answer: 4, Answered: 4, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 25/37,
Current playmode: storyMode, Range of numbers: 12, Number type: mixed, Operation: divided, Task type: greater, Task: 10 ÷ 2, Correct answer: 5, Answered: 5, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 25/37,
Current playmode: storyMode, Range of numbers: 12, Number type: mixed, Operation: divided, Task type: same, Task: 9 ÷ 9, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 25/37,
Current playmode: storyMode, Range of numbers: 12, Number type: mixed, Operation: divided, Task type: greater, Task: 8 ÷ 2, Correct answer: 4, Answered: 4, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 25/37,
Current playmode: storyMode, Range of numbers: 12, Number type: mixed, Operation: divided, Task type: greater, Task: 12 ÷ 4, Correct answer: 3, Answered: 3, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 25/37,
Current playmode: storyMode, Range of numbers: 12, Number type: mixed, Operation: divided, Task type: greater, Task: 12 ÷ 3, Correct answer: 4, Answered: 4, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 25/37,
Current playmode: storyMode, Range of numbers: 15, Number type: mixed, Operation: divided, Task type: greater, Task: 2 ÷ 1, Correct answer: 2, Answered: 2, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 26/37,
Current playmode: storyMode, Range of numbers: 15, Number type: mixed, Operation: times, Task type: smaller, Task: 1 × 12, Correct answer: 12, Answered: 12, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 26/37,
Current playmode: storyMode, Range of numbers: 15, Number type: mixed, Operation: divided, Task type: smaller, Task: 9 ÷ 1, Correct answer: 9, Answered: 9, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 26/37,
Current playmode: storyMode, Range of numbers: 15, Number type: mixed, Operation: divided, Task type: smaller, Task: 2 ÷ 1, Correct answer: 2, Answered: 2, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 26/37,
Current playmode: storyMode, Range of numbers: 15, Number type: mixed, Operation: divided, Task type: greater, Task: 7 ÷ 1, Correct answer: 7, Answered: 7, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 26/37,
Current playmode: storyMode, Range of numbers: 15, Number type: mixed, Operation: divided, Task type: smaller, Task: 9 ÷ 3, Correct answer: 3, Answered: 3, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 26/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: times, Task type: same, Task: 1 × 1, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 27/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: times, Task type: same, Task: 4 × 4, Correct answer: 16, Answered: 16, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 27/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: times, Task type: same, Task: 1 × 1, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 27/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: times, Task type: same, Task: 3 × 3, Correct answer: 9, Answered: 9, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 27/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: times, Task type: same, Task: 4 × 4, Correct answer: 16, Answered: 16, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 27/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: times, Task type: same, Task: 1 × 1, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 27/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: divided, Task type: smaller, Task: 12 ÷ 2, Correct answer: 6, Answered: 6, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 28/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: divided, Task type: smaller, Task: 14 ÷ 2, Correct answer: 7, Answered: 7, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 28/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: divided, Task type: greater, Task: 7 ÷ 1, Correct answer: 7, Answered: 7, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 28/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: divided, Task type: smaller, Task: 4 ÷ 1, Correct answer: 4, Answered: 4, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 28/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: divided, Task type: greater, Task: 8 ÷ 2, Correct answer: 4, Answered: 4, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 28/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: divided, Task type: greater, Task: 12 ÷ 3, Correct answer: 4, Answered: 4, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 28/37,
Current playmode: storyMode, Range of numbers: 24, Number type: mixed, Operation: times, Task type: greater, Task: 4 × 2, Correct answer: 8, Answered: 8, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 29/37,
Current playmode: storyMode, Range of numbers: 24, Number type: mixed, Operation: divided, Task type: greater, Task: 13 ÷ 1, Correct answer: 13, Answered: 13, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 29/37,
Current playmode: storyMode, Range of numbers: 24, Number type: mixed, Operation: times, Task type: smaller, Task: 1 × 18, Correct answer: 18, Answered: 18, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 29/37,
Current playmode: storyMode, Range of numbers: 24, Number type: mixed, Operation: divided, Task type: greater, Task: 18 ÷ 3, Correct answer: 6, Answered: 6, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 29/37,
Current playmode: storyMode, Range of numbers: 24, Number type: mixed, Operation: divided, Task type: greater, Task: 10 ÷ 1, Correct answer: 10, Answered: 10, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 29/37,
Current playmode: storyMode, Range of numbers: 24, Number type: mixed, Operation: times, Task type: smaller, Task: 1 × 7, Correct answer: 7, Answered: 7, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 29/37,
Current playmode: storyMode, Range of numbers: 50, Number type: mixed, Operation: times, Task type: greater, Task: 17 × 1, Correct answer: 17, Answered: 17, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 30/37,
Current playmode: storyMode, Range of numbers: 50, Number type: mixed, Operation: times, Task type: same, Task: 7 × 7, Correct answer: 49, Answered: 49, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 30/37,
Current playmode: storyMode, Range of numbers: 50, Number type: mixed, Operation: times, Task type: smaller, Task: 3 × 12, Correct answer: 36, Answered: 36, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 30/37,
Current playmode: storyMode, Range of numbers: 50, Number type: mixed, Operation: times, Task type: same, Task: 4 × 4, Correct answer: 16, Answered: 16, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 30/37,
Current playmode: storyMode, Range of numbers: 50, Number type: mixed, Operation: times, Task type: smaller, Task: 5 × 6, Correct answer: 30, Answered: 30, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 30/37,
Current playmode: storyMode, Range of numbers: 50, Number type: mixed, Operation: times, Task type: greater, Task: 11 × 4, Correct answer: 44, Answered: 44, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 30/37,
Current playmode: storyMode, Range of numbers: 50, Number type: mixed, Operation: divided, Task type: greater, Task: 26 ÷ 1, Correct answer: 26, Answered: 26, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 31/37,
Current playmode: storyMode, Range of numbers: 50, Number type: mixed, Operation: divided, Task type: greater, Task: 33 ÷ 1, Correct answer: 33, Answered: 33, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 31/37,
Current playmode: storyMode, Range of numbers: 50, Number type: mixed, Operation: divided, Task type: greater, Task: 33 ÷ 11, Correct answer: 3, Answered: 3, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 31/37,
Current playmode: storyMode, Range of numbers: 50, Number type: mixed, Operation: divided, Task type: greater, Task: 26 ÷ 13, Correct answer: 2, Answered: 2, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 31/37,
Current playmode: storyMode, Range of numbers: 50, Number type: mixed, Operation: divided, Task type: greater, Task: 19 ÷ 1, Correct answer: 19, Answered: 19, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 31/37,
Current playmode: storyMode, Range of numbers: 50, Number type: mixed, Operation: divided, Task type: greater, Task: 44 ÷ 11, Correct answer: 4, Answered: 4, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 31/37,
Current playmode: storyMode, Range of numbers: 100, Number type: mixed, Operation: times, Task type: greater, Task: 12 × 7, Correct answer: 84, Answered: 84, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 32/37,
Current playmode: storyMode, Range of numbers: 100, Number type: mixed, Operation: times, Task type: greater, Task: 11 × 6, Correct answer: 66, Answered: 66, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 32/37,
Current playmode: storyMode, Range of numbers: 100, Number type: mixed, Operation: divided, Task type: smaller, Task: 42 ÷ 3, Correct answer: 14, Answered: 14, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 32/37,
Current playmode: storyMode, Range of numbers: 100, Number type: mixed, Operation: divided, Task type: smaller, Task: 60 ÷ 4, Correct answer: 15, Answered: 15, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 32/37,
Current playmode: storyMode, Range of numbers: 100, Number type: mixed, Operation: times, Task type: greater, Task: 16 × 1, Correct answer: 16, Answered: 16, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 32/37,
Current playmode: storyMode, Range of numbers: 100, Number type: mixed, Operation: divided, Task type: smaller, Task: 38 ÷ 1, Correct answer: 38, Answered: 38, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 32/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: same, Task: 30 × 30, Correct answer: 900, Answered: 900, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 33/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: greater, Task: 420 ÷ 4, Correct answer: 105, Answered: 105, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 33/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: greater, Task: 690 ÷ 3, Correct answer: 230, Answered: 230, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 33/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: greater, Task: 144 ÷ 16, Correct answer: 9, Answered: 9, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 33/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: smaller, Task: 456 ÷ 114, Correct answer: 4, Answered: 4, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 33/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: smaller, Task: 989 ÷ 1, Correct answer: 989, Answered: 989, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 33/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: plus, Task type: greater, Task: 6 + 5, Correct answer: 11, Answered: 11, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 34/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: plus, Task type: smaller, Task: 3 + 17, Correct answer: 20, Answered: 20, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 34/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: minus, Task type: greater, Task: 11 - 4, Correct answer: 7, Answered: 7, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 34/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: minus, Task type: smaller, Task: 9 - 7, Correct answer: 2, Answered: 2, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 34/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: plus, Task type: greater, Task: 9 + 5, Correct answer: 14, Answered: 14, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 34/37,
Current playmode: storyMode, Range of numbers: 20, Number type: mixed, Operation: times, Task type: same, Task: 4 × 4, Correct answer: 16, Answered: 16, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 34/37,
Current playmode: storyMode, Range of numbers: 100, Number type: mixed, Operation: times, Task type: greater, Task: 79 × 1, Correct answer: 79, Answered: 79, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 35/37,
Current playmode: storyMode, Range of numbers: 100, Number type: mixed, Operation: times, Task type: smaller, Task: 2 × 44, Correct answer: 88, Answered: 88, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 35/37,
Current playmode: storyMode, Range of numbers: 100, Number type: mixed, Operation: times, Task type: greater, Task: 20 × 4, Correct answer: 80, Answered: 80, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 35/37,
Current playmode: storyMode, Range of numbers: 100, Number type: mixed, Operation: plus, Task type: greater, Task: 70 + 9, Correct answer: 79, Answered: 79, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 35/37,
Current playmode: storyMode, Range of numbers: 100, Number type: mixed, Operation: divided, Task type: same, Task: 45 ÷ 45, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 35/37,
Current playmode: storyMode, Range of numbers: 100, Number type: mixed, Operation: times, Task type: greater, Task: 15 × 2, Correct answer: 30, Answered: 30, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 35/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: greater, Task: 210 + 108, Correct answer: 318, Answered: 318, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 36/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: greater, Task: 37 × 22, Correct answer: 814, Answered: 814, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 36/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: same, Task: 495 - 495, Correct answer: 0, Answered: 0, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 36/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: greater, Task: 449 - 360, Correct answer: 89, Answered: 89, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 36/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: smaller, Task: 254 + 430, Correct answer: 684, Answered: 684, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 36/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: smaller, Task: 743 - 91, Correct answer: 652, Answered: 652, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 36/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: greater, Task: 70 - 12, Correct answer: 58, Answered: 58, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 37/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: greater, Task: 336 ÷ 28, Correct answer: 12, Answered: 12, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 37/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: smaller, Task: 8 × 31, Correct answer: 248, Answered: 248, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 37/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: same, Task: 796 ÷ 796, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 37/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: greater, Task: 553 - 388, Correct answer: 165, Answered: 165, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 37/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: smaller, Task: 1 × 944, Correct answer: 944, Answered: 944, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 37/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: smaller, Task: 922 ÷ 461, Correct answer: 2, Answered: 2, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 38/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: smaller, Task: 470 ÷ 2, Correct answer: 235, Answered: 235, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 38/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: smaller, Task: 123 + 214, Correct answer: 337, Answered: 337, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 38/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: greater, Task: 290 ÷ 10, Correct answer: 29, Answered: 29, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 38/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: greater, Task: 532 + 127, Correct answer: 659, Answered: 659, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 38/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: smaller, Task: 157 + 365, Correct answer: 522, Answered: 522, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 38/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: greater, Task: 968 + 2, Correct answer: 970, Answered: 970, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 39/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: greater, Task: 276 - 120, Correct answer: 156, Answered: 156, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 39/37,
